"input","match","din/npn","dtc","ahfs","database","type","matches","both"
"estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"Estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"Estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"estrogel","ESTROGEL","02238704","G03CA03","68:16.04","drug","direct","1","no"
"estrogel 0.06% 80 g","ESTROGEL","02238704","G03CA03","68:16.04","drug","word","1","no"
"Estrogel estrogen)","ESTROGEL","02238704","G03CA03","68:16.04","drug","word","1","no"
"Estrogen","Estro Support Formula","80046175","","","natural","direct","1",""
"estrogen","Estro Support Formula","80046175","","","natural","direct","1",""
"ESTROGEN","Estro Support Formula","80046175","","","natural","direct","1",""
"estrogen","Estro Support Formula","80046175","","","natural","direct","1",""
"estrogen and progesterone","Estro Support Formula","80046175","","","natural","word","1",""
"estrogen cream","Estro Support Formula","80046175","","","natural","word","1",""
"estrogen gel","Estro Support Formula","80046175","","","natural","word","1",""
"estrogen patch","Estro Support Formula","80046175","","","natural","word","1",""
"EURO CAL","Eurocal","02237352","","","natural","simple","1",""
"euro cal","Eurocal","02237352","","","natural","simple","1",""
"euro cal","Eurocal","02237352","","","natural","simple","1",""
"Euro cal","Eurocal","02237352","","","natural","simple","1",""
"euro cal 500 mg","Euro Cal 500","80002981","","","natural","word","1",""
"euro cal 500 mg","Euro Cal 500","80002981","","","natural","word","1",""
"euro d 1000","Euro D 1000","80003707","","","natural","direct","1",""
"euro fer","Euro-Fer","02237556","","","natural","simple","2",""
"euro ferrous sulfate","Ferrous Sulfate","80043047","","","natural","word","1",""
"euro k 20","Euro K 20","02242261","","","natural","direct","1",""
"euro-cal","Eurocal","02237352","","","natural","simple","1",""
"euro-cal","Eurocal","02237352","","","natural","simple","1",""
"Euro-Fer","Euro-Fer","02237556","","","natural","direct","1",""
"Euro-Fer","Euro-Fer","02237556","","","natural","direct","1",""
"Euro-Fer 300mg","Euro-Fer","02237556","","","natural","word","1",""
"euro-fer iron supplement 300mg","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Eurofer","Eurofer","80004799","","","natural","direct","1",""
"eurofer","Eurofer","80004799","","","natural","direct","1",""
"Eurofer","Eurofer","80004799","","","natural","direct","1",""
"evening primrose oil","EVENING PRIMROSE OIL","02241144","V06DX","88:30.00","drug","direct","1","yes"
"Evening Primrose Oil 500mg","EVENING PRIMROSE OIL 500MG","02181266","","88:30.00","drug","direct","1","yes"
"every woman new chapter multivitamin","MULTIVITAMIN","02236800","","","drug","word","1","yes"
"Exact brand acidophilus","Acidophilus","80012580","","","natural","word","2",""
"exact brand multivitamin and multiminerals","MULTIMINERALS","00656585","","88:29.00","drug","word","2","no"
"Exact brand multivitamin for adults","MULTIVITAMIN","02236800","","","drug","word","1","yes"
"exact brand valvium with vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"exact brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"exact brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"exact brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"exact chewable vitamin","Daily Multi Vitamin","80067478","","","natural","word","1",""
"Exact Ginkgo Biloba","GINKGO","02232059","","92:02.00","drug","word","2","yes"
"Exact Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"exact vitamin d 1000 iu","VITAMIN D","02241564","A11CC","88:16.00","drug","word","1","yes"
"Excedrin Extra Strength Acetaminophen, Aspirin (NSAID) and Caffeine Pain Reliever Aid","EXCEDRIN","01990683","N02BE51 N06BC01","28:08.92 28:20.32","drug","word","2","no"
"exelon","EXELON","02242116","N06DA03","12:04.00","drug","direct","1","no"
"experience","Experience","80025493","","","natural","direct","1",""
"extra strength allergy sinius medication","ALLERGY","02320789","R06AA02","04:04.04","drug","word","1","no"
"Extra strength krill oil","Krill Oil","80020632","","","natural","word","5",""
"extra strength multi-product","Strength","80060537","","","natural","word","2",""
"Extra Strength Tylenol","EXTRA STRENGTH TYLENOL","02289989","N02BE01","28:08.92","drug","direct","1","no"
"extra strength tylenol","EXTRA STRENGTH TYLENOL","02289989","N02BE01","28:08.92","drug","direct","1","no"
"extra strength tylenol","EXTRA STRENGTH TYLENOL","02289989","N02BE01","28:08.92","drug","direct","1","no"
"extrait de canneberge","Canneberge","80009089","","","natural","word","1",""
"eye care formula","Eye Care Formula","80057356","","","natural","direct","1",""
"eye drops fro glaucoma","EYE DROPS","02213001","S01GA02","52:32.00","drug","word","1","no"
"Eye Health Multivitamin","Eye Health Multivitamin","80009673","","","natural","direct","1",""
"eye omega","Oméga","80060745","","","natural","word","1",""
"ez sleep md","Sleep","80031734","","","natural","word","2",""
"ezetimibe","EZETIMIBE","02422549","C10AX09","24:06.05","drug","direct","1","no"
"Ezetrol 10 mg","EZETROL","02247521","C10AX09","24:06.05","drug","word","1","no"
"fast arthritis relief +","Relief","80051410","","","natural","word","3",""
"Femance Vitex Combo","Vitex","80013651","","","natural","word","3",""
"fenofibrat supra","Resource","80033227","","","natural","word","1",""
"fenouil","Fenouil","80015575","","","natural","direct","1",""
"fer","Fer","80021473","","","natural","direct","1",""
"fer","Fer","80021473","","","natural","direct","1",""
"feramax 150","Feramax 150","80013210","","","natural","direct","1",""
"Feramax 150","Feramax 150","80013210","","","natural","direct","1",""
"fermented cod liver oil","COD LIVER OIL","00179957","A11CB","88:04.01","drug","word","1","yes"
"ferrous fumarate","Ferrous Fumarate","00031089","","","natural","direct","1",""
"ferrous fumarate","Ferrous Fumarate","00031089","","","natural","direct","1",""
"ferrous fumarate","Ferrous Fumarate","00031089","","","natural","direct","1",""
"ferrous fumarate","Ferrous Fumarate","00031089","","","natural","direct","1",""
"ferrous fumarate  iron","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Ferrous Fumarate (Life brand) NPN 02247018","Ferrous Fumarate 200 Mg Tablets Usp","02247018","","","natural","code","1",""
"Ferrous fumarate 300mg","Ferrous Fumarate","00031089","","","natural","word","1",""
"Ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","direct","1","yes"
"Ferrous Gluconate 300 mg","Ferrous Gluconate 300 Mg","80006316","","","natural","direct","1",""
"ferrous gluconate 300mg","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","word","1","yes"
"Ferrous Gluconate 300mg","FERROUS GLUCONATE","02245389","B03AA03","20:04.00","drug","word","1","yes"
"ferrous gluconate iron","Iron","80002426","","","natural","direct","1",""
"ferrous gluconate iron","Iron","80002426","","","natural","direct","1",""
"ferrous sulfate","Ferrous Sulfate","80043047","","","natural","direct","1",""
"ferrous sulfate","Ferrous Sulfate","80043047","","","natural","direct","1",""
"Ferrous Sulfate","Ferrous Sulfate","80043047","","","natural","direct","1",""
"ferrous sulfate","Ferrous Sulfate","80043047","","","natural","direct","1",""
"ferrous sulfate 300 mg","Ferrous Sulfate 300 Mg","00782114","","","natural","direct","1",""
"ferrous sulfate 300mg","Ferrous Sulfate","80043047","","","natural","word","1",""
"Ferrous Sulfate Iron","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Fibre Laxative","FIBRE LAXATIVE","02243451","A06AC01","56:12.00","drug","direct","1","yes"
"finacea","FINACEA","02270811","D10AX03","84:92.00","drug","direct","1","no"
"fiorinal","FIORINAL","00226327","N02BA71","28:08.04.24","drug","direct","1","no"
"fish and krill oil","Krill Oil","80020632","","","natural","word","2",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish oil","Fish Oil","80000846","","","natural","direct","1",""
"FIsh oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"FISH OIL","Fish Oil","80000846","","","natural","direct","1",""
"Fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil","Fish Oil","80000846","","","natural","direct","1",""
"FISH OIL","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"fish oil","Fish Oil","80000846","","","natural","direct","1",""
"Fish Oil  1000 mg","Fish Oil","80000846","","","natural","word","1",""
"Fish Oil Blend","Fish Oil","80000846","","","natural","word","1",""
"fish oil capsules","Fish Oil","80000846","","","natural","word","1",""
"fish oil Co Q 10","Fish Oil","80000846","","","natural","word","2",""
"fish oil complex","Fish Oil","80000846","","","natural","word","1",""
"fish oil with vitamin D","Fish Oil With Vitamin D","80024089","","","natural","direct","1",""
"fish oils","Fish Oils","80028424","","","natural","direct","1",""
"fishoil","Fish Oil","80000846","","","natural","simple","1",""
"Flagystatin GM","FLAGYSTATIN","01926837","G01AA51","84:04.08.28 84:04.92","drug","word","2","no"
"flax oil","Flax Oil","80001961","","","natural","direct","1",""
"flax oil","Flax Oil","80001961","","","natural","direct","1",""
"flax oil","Flax Oil","80001961","","","natural","direct","1",""
"flax oil","Flax Oil","80001961","","","natural","direct","1",""
"flax omega 3 ALA","Oméga 3","80002335","","","natural","word","2",""
"flax seed","Flax Seed","80026911","","","natural","direct","1",""
"flax seed","Flax Seed","80026911","","","natural","direct","1",""
"flax seed","Flax Seed","80026911","","","natural","direct","1",""
"flax seed","Flax Seed","80026911","","","natural","direct","1",""
"Flax seed","Flax Seed","80026911","","","natural","direct","1",""
"flax seed oil","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"flax seed oil","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"flax seed oil","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"flax seed oil","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"FLAX SEED OIL","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"flax seed oil","FLAX SEED OIL","02240935","V06DB","88:30.00","drug","direct","1","yes"
"Flaxseed Oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"flaxseed oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"flaxseed oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"Flaxseed Oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"flaxseed oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"flaxseed oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"Flaxseed Oil","Flaxseed Oil","80000134","","","natural","direct","1",""
"Flaxseed Oil 1000 mg","Flaxseed Oil 1000 Mg","80000382","","","natural","direct","1",""
"flex-o-flex gluco","Flex-O-Flex Gluco","80000916","","","natural","direct","1",""
"flex-o-flex- chondrin","Flex-O-Flex Chondrin","80001547","","","natural","simple","1",""
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"Flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"Flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"Flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"Flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"flomax","FLOMAX","02238123","G04CA02","12:16.04.12","drug","direct","1","no"
"Flomax cr","FLOMAX CR","02270102","G04CA02","12:16.04.12","drug","direct","1","no"
"flonase nasal spray","NASAL SPRAY","02233407","","92:02.00","drug","word","1","no"
"flor.essence","Flor-Essence","80035222","","","natural","simple","1",""
"Floradix","Floradix Formula","02242012","","","natural","direct","1",""
"Floradix  - Liquid Iron","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Floradix Formula Liquid Iron and Vitamins","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Florasil","Florasil","02242452","","","natural","direct","1",""
"Florastor","Florastor","80013321","","","natural","direct","1",""
"floravit iron","IRON","02049732","B03AE10","88:29.00","drug","word","1","yes"
"Flovent diskus","FLOVENT DISKUS","02237244","R03BA05","68:04.00","drug","direct","1","no"
"Flovent HFA","FLOVENT HFA","02244291","R03BA05","68:04.00","drug","direct","1","no"
"flovent hfa","FLOVENT HFA","02244291","R03BA05","68:04.00","drug","direct","1","no"
"flovent hfa spray","FLOVENT HFA","02244291","R03BA05","68:04.00","drug","word","1","no"
"Flow Max","Diuretic","80064621","","","natural","word","1",""
"flush free niacin","Flush Free Niacin","80032279","","","natural","direct","1",""
"Flush-free niacin","Niacin","02164256","","","natural","word","1",""
"Folic acid","FOLIC ACID","02240313","B03BB01","88:08.00","drug","direct","1","yes"
"folic acid","FOLIC ACID","02240313","B03BB01","88:08.00","drug","direct","1","yes"
