"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"Potassium Citrate 10 MeQ","Potassium Citrate","80007291","","","natural","YES","word",""
"prairie naturals brand spirulina powder","Spirulina","80007676","","","natural","NO","word",""
"prairie naturals brand spirulina powder","Spirulina Powder","80006298","","","natural","NO","word",""
"preser vision vit lutein","Lutein","80006104","","","natural","","word",""
"preser vision vit lutein","Vision","80014404","","","natural","","word",""
"Pure from Sunshine Pure Chlorella (pyrenoidosa, fresh water algae)","Chlorella","80039646","","","natural","","word",""
"Pure from Sunshine Pure Chlorella (pyrenoidosa, fresh water algae)","Pure Chlorella","80059149","","","natural","","word",""
"purity brand omega 3's 500mg","Oméga","80060745","","","natural","","word",""
"purity brand omega 3's 500mg","Omega 3'S","80052063","","","natural","","word",""
"Quest for Mature Men 50+ multivitamins and minerals","MULTIVITAMINS","00244341","A11BA","88:28.00","drug","","word","yes"
"Quest for Mature Men 50+ multivitamins and minerals","MULTIVITAMINS AND MINERALS","00567949","A11AA03","88:28.01","drug","","word","yes"
"Recovery extra strong","Extra","80062086","","","natural","","word",""
"Recovery extra strong","Recovery","80038685","","","natural","","word",""
"Recovery extra strong","Strong","80069770","","","natural","","word",""
"Red Yeast Rice Extract -  Extra Strength","Extra","80062086","","","natural","","word",""
"Red Yeast Rice Extract -  Extra Strength","Red Yeast Rice","80037324","","","natural","","word",""
"Red Yeast Rice Extract -  Extra Strength","Strength","80060537","","","natural","","word",""
"regular strength aspirin","Formula F","80052440","","","natural","","word",""
"regular strength aspirin","Pure Polar","80070821","","","natural","","word",""
"regular strength aspirin","Strength","80060537","","","natural","","word",""
"rexall brand dairy digestive","Biomedic","80042206","","","natural","","word",""
"rexall brand dairy digestive","Dairy Digestive","02239139","","","natural","","word",""
"rexall brand dairy digestive","Digestive","80030195","","","natural","","word",""
"rexall brand zinc","Biomedic","80042206","","","natural","","word",""
"rexall brand zinc","Zinc","80000717","","","natural","","word",""
"Rexall Glucosamine chondroitin & msm","Biomedic","80042206","","","natural","","word",""
"Rexall Glucosamine chondroitin & msm","Chondroitin","80001847","","","natural","","word",""
"Rexall Glucosamine chondroitin & msm","Glucosamine","80000334","","","natural","","word",""
"Rexall Glucosamine chondroitin & msm","Glucosamine Chondroitin","80001605","","","natural","","word",""
"rexall regular strength calcium antacid","ANTACID","02231621","A02AD01","56:04.00","drug","NO","word","no"
"rexall regular strength calcium antacid","CALCIUM","02175584","A12AA","88:29.00","drug","NO","word","yes"
"rosuvastatin calcium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"rosuvastatin calcium","ROSUVASTATIN","02381176","C10AA07","24:06.08","drug","","word","no"
"s-methyl vitamin b 12","Daily Multi Vitamin","80067478","","","natural","","word",""
"s-methyl vitamin b 12","Vitamin B 12","02212684","","","natural","","word",""
"s-methyl vitamin b 12","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"safeway vitamin c 500 mg and d 400 iu","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"safeway vitamin c 500 mg and d 400 iu","VITAMIN C 500 MG","02244963","A11GA01","88:12.00","drug","","word","yes"
"Safeway Vitamin D3","Daily Multi Vitamin","80067478","","","natural","","word",""
"Safeway Vitamin D3","Vitamin D3","02238918","","","natural","","word",""
"Salmon and Fish Oil 1000mg","Fish Oil","80000846","","","natural","","word",""
"Salmon and Fish Oil 1000mg","Fish Oil 1000mg","80043839","","","natural","","word",""
"Salmon and Fish Oil 1000mg","Wild Fish Oil 180/120","80030781","","","natural","","word",""
"Salmon and Fish Oil 500mg","Fish Oil","80000846","","","natural","","word",""
"Salmon and Fish Oil 500mg","Wild Fish Oil 180/120","80030781","","","natural","","word",""
"SALMON OIL + OMEGA3","Omega3","80022727","","","natural","","word",""
"SALMON OIL + OMEGA3","Salmon Oil","80003162","","","natural","","word",""
"salmon-fish oil","Salmon Fish Oil","80055510","","","natural","NO","simple",""
"salmon-fish oil","Wild Salmon & Fish Oils 1000mg","80004542","","","natural","NO","simple",""
"Sandoz Losartan HCT DS PLAQ","LOSARTAN","02388790","C09CA01","24:32.08","drug","","word","no"
"Sandoz Losartan HCT DS PLAQ","LOSARTAN HCT","02388960","C09DA01","24:32.08 40:28.20","drug","","word","no"
"Sandoz Losartan HCT DS PLAQ","SANDOZ LOSARTAN","02313332","C09CA01","24:32.08","drug","","word","no"
"Sandoz Losartan HCT DS PLAQ","SANDOZ LOSARTAN HCT","02313375","C09DA01","24:32.08 40:28.20","drug","","word","no"
"Sandoz Losartan HCT DS PLAQ","SANDOZ LOSARTAN HCT DS","02313383","C09DA01","24:32.08 40:28.20","drug","","word","no"
"Sangster's Calcium and Magnesium 2:1 with Zinc and Vitamin D","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Sangster's Calcium and Magnesium 2:1 with Zinc and Vitamin D","CALCIUM AND MAGNESIUM","00288187","A12AX","88:29.00","drug","","word","yes"
"Sangster's Calcium and Magnesium 2:1 with Zinc and Vitamin D","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"Sangster's Calcium and Magnesium 2:1 with Zinc and Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"selenium plus zinc","SELENIUM","02237425","","","drug","","word","yes"
"selenium plus zinc","SELENIUM PLUS","00624438","A11JB","88:28.01","drug","","word","yes"
"senior formula with lutein and lycopene","Lutein","80006104","","","natural","","word",""
"senior formula with lutein and lycopene","Lycopene","80009675","","","natural","","word",""
"senior formula with lutein and lycopene","Multivitamins And Minerals With Lutein And Lycopene Formula Senior","80007355","","","natural","","word",""
"Seniors Multivite with Lutein and Lycopene","Lutein","80006104","","","natural","NO","word",""
"Seniors Multivite with Lutein and Lycopene","Lycopene","80009675","","","natural","NO","word",""
"sildenafil citrate 30 mg 2%, nifedipine 0.1%","NIFEDIPINE","00755907","C08CA05","24:28.08","drug","YES","word","no"
"sildenafil citrate 30 mg 2%, nifedipine 0.1%","SILDENAFIL","02317559","G04BE03","24:12.12","drug","YES","word","no"
"sildenafil citrate 30 mg 2%, nifedipine 0.1%","SILDENAFIL CITRATE","02401843","G04BE03","24:12.12","drug","YES","word","no"
"sinus rinse original","Original / 4 Milliards De Cellules Actives / 4 Billion Acitve Cells","80060480","","","natural","","word",""
"sinus rinse original","Sinus","80003148","","","natural","","word",""
"sinus rinse original","Sinus Rinse","80053152","","","natural","","word",""
"Sisu Vitamin B Calm","B Calm","80067339","","","natural","NO","word",""
"Sisu Vitamin B Calm","Calm","80025459","","","natural","NO","word",""
"Sisu Vitamin B Calm","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"Sisu Vitamin B Calm","Vitamin B-6 Capsules","02240315","","","natural","NO","word",""
"Sleep Relax High Potency Formula","High Potency Formula","80045777","","","natural","","word",""
"Sleep Relax High Potency Formula","No Fishy Aftertaste Extra Strength Omega-3 (700 Mg)","80066832","","","natural","","word",""
"Sleep Relax High Potency Formula","Relax","80048125","","","natural","","word",""
"Sleep Relax High Potency Formula","Sleep","80031734","","","natural","","word",""
"Sleep Relax High Potency Formula","Sleep Relax","80059255","","","natural","","word",""
"spectrum gold 50 plus vitamin","50 PLUS","02073102","A11AA03","88:28.00","drug","","word","no"
"spectrum gold 50 plus vitamin","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrum gold 50 plus vitamin","SPECTRUM GOLD","02231243","A11AA03","88:28.01","drug","","word","yes"
"spectrum gold multivitamin (life brand)","MULTIVITAMIN","02236800","","","drug","","word","yes"
"spectrum gold multivitamin (life brand)","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrum gold multivitamin (life brand)","SPECTRUM GOLD","02231243","A11AA03","88:28.01","drug","","word","yes"
"spectrum mulit vitamin 50 plus","50 PLUS","02073102","A11AA03","88:28.00","drug","NO","word","no"
"spectrum mulit vitamin 50 plus","SPECTRUM","02231247","A11AA03","88:28.01","drug","NO","word","yes"
"spectrum multi vit","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"spectrum multi vit","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrum multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"spectrum multi vitamin","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrum multi vitamin women's","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"spectrum multi vitamin women's","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrum multi vitamin women's","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"Spectrum Multivitamin (over 50)","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Spectrum Multivitamin (over 50)","SPECTRUM","02231247","A11AA03","88:28.01","drug","","word","yes"
"spectrun formule   forte 24 essential multuvitamines and mineraux avec lutheine et lycopene ..","Forte","80066882","","","natural","","word",""
"spectrun formule   forte 24 essential multuvitamines and mineraux avec lutheine et lycopene ..","Lycopene","80009675","","","natural","","word",""
"Strontium Support II Advanced Series  341 mg","Strontium","80053986","","","natural","","word",""
"Strontium Support II Advanced Series  341 mg","Strontium Support Ii","80039461","","","natural","","word",""
"sulfate de glucosamine et chondroitine","Chondroitine","80000923","","","natural","","word",""
"sulfate de glucosamine et chondroitine","Glucosamine","80000334","","","natural","","word",""
"sulfate de glucosamine et chondroitine","Sulfate De Glucosamine","80015914","","","natural","","word",""
"super adult probiotics","Probiotics","80055794","","","natural","NO","word",""
"super adult probiotics","Udo'S Choice Adult Probiotic","80074001","","","natural","NO","word",""
"super krill omega 3","Krill","80033805","","","natural","","word",""
"super krill omega 3","Oméga","80060745","","","natural","","word",""
"super krill omega 3","Oméga 3","80002335","","","natural","","word",""
"super krill omega 3","Super Red Omega Krill Oil","80042841","","","natural","","word",""
"Super Multi Vitamin (iron free)","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"Super Multi Vitamin (iron free)","SUPER MULTI","02245070","A11AA03","88:28.01","drug","","word","yes"
"Supplement de vitamines et mineraux MC","SUPPLEMENT DE VITAMINES ET MINERAUX","02236717","A11JB","88:28.01","drug","","word","no"
"Supplement de vitamines et mineraux MC","VITAMINES ET MINERAUX","02239816","A11AA03","88:28.01","drug","","word","no"
"supplement de vitamines et mineraux multiples","SUPPLEMENT DE VITAMINES ET MINERAUX","02236717","A11JB","88:28.01","drug","","word","no"
"supplement de vitamines et mineraux multiples","VITAMINES ET MINERAUX","02239816","A11AA03","88:28.01","drug","","word","no"
"swiss calcium magnesium","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"swiss calcium magnesium","MAGNESIUM","00532479","A12CC","88:29.00","drug","YES","word","yes"
"swiss natural solutions sleep","Sleep","80031734","","","natural","","word",""
"swiss natural solutions sleep","Solutions","80042048","","","natural","","word",""
"swiss natural solutions sleep","Solutions Sleep","80029562","","","natural","","word",""
"Swiss vitamin b complex 50 mg","VITAMIN B COMPLEX","00609374","","","drug","","word","yes"
"Swiss vitamin b complex 50 mg","VITAMIN B COMPLEX 50","02246190","A11EA","88:08.00","drug","","word","yes"
"Tian Ma Gou Teng Yin (liver cleanse)","Gou Teng","80064230","","","natural","","word",""
"Tian Ma Gou Teng Yin (liver cleanse)","Tian Ma","80063483","","","natural","","word",""
"Tian Ma Gou Teng Yin (liver cleanse)","Tian Ma Gou Teng Yin","80039684","","","natural","","word",""
"timed release vitamin c with rose hips","RELEASE","02238132","A11GA01","88:28.01","drug","NO","word","no"
"timed release vitamin c with rose hips","VITAMIN C","00780634","A11GA01","88:12.00","drug","NO","word","yes"
"Tincture personalized Hawthorne horse tail artichoke IF fenugreek ginseng goty kola","Artichoke","80033919","","","natural","","word",""
"Tincture personalized Hawthorne horse tail artichoke IF fenugreek ginseng goty kola","Fenugreek","80000668","","","natural","","word",""
"Tincture personalized Hawthorne horse tail artichoke IF fenugreek ginseng goty kola","Ginseng","80030768","","","natural","","word",""
"Total One multi vitamin and mineral","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"Total One multi vitamin and mineral","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"total one multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"total one multivitamin","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"Tranquil Sleep (herbal sleep aid)","Sleep","80031734","","","natural","","word",""
"Tranquil Sleep (herbal sleep aid)","Tranquil Sleep","80016397","","","natural","","word",""
"tumeric bromelain","Bromelain","80033206","","","natural","","word",""
"tumeric bromelain","Tumeric","80069493","","","natural","","word",""
"Tums Ultra strength 1000 mg","Strength","80060537","","","natural","","word",""
"Tums Ultra strength 1000 mg","Tums Ultra Strength","80011223","","","natural","","word",""
"Tums Ultra strength 1000 mg","Ultra","80059272","","","natural","","word",""
"tylenol extra strength","Extra","80062086","","","natural","","word",""
"Tylenol Extra Strength","Extra","80062086","","","natural","NO","word",""
"tylenol extra strength","Strength","80060537","","","natural","","word",""
"Tylenol Extra Strength","Strength","80060537","","","natural","NO","word",""
"Tylenol Extra strength 500 mg","Extra","80062086","","","natural","","word",""
"Tylenol Extra strength 500 mg","Strength","80060537","","","natural","","word",""
"tylenol extra strength for arthritis","Extra","80062086","","","natural","","word",""
"tylenol extra strength for arthritis","Strength","80060537","","","natural","","word",""
"ultrasea omega 3","Oméga","80060745","","","natural","","word",""
"ultrasea omega 3","Oméga 3","80002335","","","natural","","word",""
"Usana mega antioxidant","Antioxidant","80038519","","","natural","","word",""
"Usana mega antioxidant","Mega Antioxidant","80029770","","","natural","","word",""
"varech kelp","Kelp","80000497","","","natural","","word",""
"varech kelp","Varech","80061708","","","natural","","word",""
"Vit B 100 complex","B 100 Complex","02244257","","","natural","","word",""
"Vit B 100 complex","Balanced B Complex 100 Timed Release Tablets","02243425","","","natural","","word",""
"vita 3 b=c","Vita 3b +C","80028252","","","natural","","simple",""
"vita 3 b=c","Vita 3b+C","80061308","","","natural","","simple",""
"Vitality 4 by Melaleuca","Melaleuca Essential Oil","80060950","","","natural","","word",""
"Vitality 4 by Melaleuca","Vitality","80023630","","","natural","","word",""
"vitality multivitamin for men","FOR MEN","02240797","A11JB","88:28.01","drug","","word","no"
"vitality multivitamin for men","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vitalux areds","Areds","80070679","","","natural","","word",""
"vitalux areds","Vitalux","80015730","","","natural","","word",""
"vitalux for healthy eyes","Healthy Eyes","80060134","","","natural","","word",""
"vitalux for healthy eyes","Vitalux","80015730","","","natural","","word",""
"vitalux Omega 3","Oméga","80060745","","","natural","YES","word",""
"vitalux Omega 3","Oméga 3","80002335","","","natural","YES","word",""
"vitalux Omega 3","Vitalux","80015730","","","natural","YES","word",""
"vitalux omega3","Omega3","80022727","","","natural","","word",""
"vitalux omega3","Vitalux","80015730","","","natural","","word",""
"Vitalux with Lutein","Lutein","80006104","","","natural","","word",""
"Vitalux with Lutein","Vitalux","80015730","","","natural","","word",""
"Vitalux with Lutein (Healthy Eyes)","Lutein","80006104","","","natural","","word",""
"Vitalux with Lutein (Healthy Eyes)","Vitalux","80015730","","","natural","","word",""
"Vitalux with omega 3","Oméga","80060745","","","natural","","word",""
"Vitalux with omega 3","Oméga 3","80002335","","","natural","","word",""
"Vitalux with omega 3","Vitalux","80015730","","","natural","","word",""
"Vitalux-s Plus omega 3","Oméga","80060745","","","natural","","word",""
"Vitalux-s Plus omega 3","Oméga 3","80002335","","","natural","","word",""
"Vitalux-s Plus omega 3","Plus","80039392","","","natural","","word",""
"Vitalux-s Plus omega 3","Vitalux-S","80015728","","","natural","","word",""
"Vitamin B  Complex with C","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin B  Complex with C","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"Vitamin B 1000 mcg","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin B 1000 mcg","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"Vitamin B 1000 mcg","Vitamin B12","80006297","","","natural","","word",""
"vitamin b 12 1000mcg","Daily Multi Vitamin","80067478","","","natural","YES","word",""
"vitamin b 12 1000mcg","Vitamin B 12","02212684","","","natural","YES","word",""
"vitamin b 12 1000mcg","Vitamin B-6 Capsules","02240315","","","natural","YES","word",""
"vitamin b 12 1200mcg","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b 12 1200mcg","Vitamin B 12","02212684","","","natural","","word",""
"vitamin b 12 1200mcg","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"vitamin b 12 2000mg","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b 12 2000mg","Vitamin B 12","02212684","","","natural","","word",""
"vitamin b 12 2000mg","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"Vitamin B 6/12","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin B 6/12","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"vitamin b and c","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b and c","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"vitamin b comnplex","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b comnplex","Vitamin B-6 Capsules","02240315","","","natural","","word",""
"Vitamin D - 1000 IU (Health Balance brand)","BALANCE","00390496","V07AV","38:00.00","drug","","word","yes"
"Vitamin D - 1000 IU (Health Balance brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d and calcium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"vitamin d and calcium","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D3   1000IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3   1000IU","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3  1000 IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3  1000 IU","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"Vitamin D3  1000 IU","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3  1000 IU","Vitamin D3","02238918","","","natural","NO","word",""
"Vitamin D3  1000IU","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"Vitamin D3  1000IU","Daily Multi Vitamin","80067478","","","natural","YES","word",""
"Vitamin D3  1000IU","Vitamin D3","02238918","","","natural","NO","word",""
"Vitamin D3  1000IU","Vitamin D3","02238918","","","natural","YES","word",""
"vitamin D3 - 2000 IU (kirkland brand)","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin D3 - 2000 IU (kirkland brand)","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3 -1000 IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3 -1000 IU","Vitamin D3","02238918","","","natural","","word",""
"vitamin D3 1000  IU","D3 1000","80008513","","","natural","","word",""
"vitamin D3 1000  IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin D3 1000  IU","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3 1000UI","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3 1000UI","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3 25mcg","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3 25mcg","Vitamin D3","02238918","","","natural","","word",""
"Vitamin D3 5000iu","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D3 5000iu","Vitamin D3","02238918","","","natural","","word",""
"Vitamin forte pour femmes","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin forte pour femmes","Forte","80066882","","","natural","","word",""
"Vitamin forte pour femmes","Promax","80043463","","","natural","","word",""
"Vitamin K & D","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin K & D","Vitamin K","80004044","","","natural","","word",""
"vitamin with lutein","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin with lutein","Lutein","80006104","","","natural","","word",""
"Vitamina D","Vitamin A & D","02165910","","","natural","","simple",""
"Vitamina D","Vitamin A&D","80010247","","","natural","","simple",""
"vitamine b 12","Vitamin B-12 1000 Mcg","80072924","","","natural","","simple",""
"vitamine b 12","Vitamine B12","80061641","","","natural","","simple",""
"vitamine C 500mg/ soutien antioxydant","Antioxydant","80054288","","","natural","NO","word",""
"vitamine C 500mg/ soutien antioxydant","Vitamine C","80005589","","","natural","NO","word",""
"vitamine d gel","D GEL","02233315","","92:02.00","drug","YES","word","no"
"vitamine d gel","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"vitamine D3 1000 UI","D3 1000","80008513","","","natural","","word",""
"vitamine D3 1000 UI","Vitamine D3","80031714","","","natural","","word",""
"Vitamins D, E, A, B, Calcium, Folic Acid, Omega 3 fish oil","Fish Oil","80000846","","","natural","","word",""
"Vitamins D, E, A, B, Calcium, Folic Acid, Omega 3 fish oil","Oméga","80060745","","","natural","","word",""
"Vitamins D, E, A, B, Calcium, Folic Acid, Omega 3 fish oil","Oméga 3","80002335","","","natural","","word",""
"Vitamins D, E, A, B, Calcium, Folic Acid, Omega 3 fish oil","Omega 3 Fish Oil","80002752","","","natural","","word",""
"webber glucosamine 500 mg, chondroitin 400 mg","Chondroitin","80001847","","","natural","","word",""
"webber glucosamine 500 mg, chondroitin 400 mg","Glucosamine","80000334","","","natural","","word",""
"webber naturals brand omega-3 and coq10 with plant sterols","COQ10","00833290","C01EB09","88:30.00","drug","","word","yes"
"webber naturals brand omega-3 and coq10 with plant sterols","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"webber naturals calcium citrate with vitamin d3","CALCIUM","02175584","A12AA","88:29.00","drug","NO","word","yes"
"webber naturals calcium citrate with vitamin d3","CALCIUM CITRATE","02231961","A12AA","88:29.00","drug","NO","word","yes"
"webber naturals glucosamine chondroitin seulfate extra strength","Chondroitin","80001847","","","natural","NO","word",""
"webber naturals glucosamine chondroitin seulfate extra strength","Extra","80062086","","","natural","NO","word",""
"webber naturals glucosamine chondroitin seulfate extra strength","Glucosamine","80000334","","","natural","NO","word",""
"webber naturals glucosamine chondroitin seulfate extra strength","Glucosamine Chondroitin","80001605","","","natural","NO","word",""
"webber naturals glucosamine chondroitin seulfate extra strength","Strength","80060537","","","natural","NO","word",""
"webber naturals Glucosamine Chondroitine MSM","Chondroitine","80000923","","","natural","","word",""
"webber naturals Glucosamine Chondroitine MSM","Glucosamine","80000334","","","natural","","word",""
"webber naturals magnesium citrate","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"webber naturals magnesium citrate","MAGNESIUM CITRATE","02151588","A12CC30","88:29.00","drug","","word","yes"
"webber naturals vitamin d3","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"webber naturals vitamin d3","Vitamin D3","02238918","","","natural","NO","word",""
"webber omega 3 900mh","Oméga","80060745","","","natural","","word",""
"webber omega 3 900mh","Oméga 3","80002335","","","natural","","word",""
"webber vitamin d3 1000iu","Daily Multi Vitamin","80067478","","","natural","","word",""
"webber vitamin d3 1000iu","Vitamin D3","02238918","","","natural","","word",""
"webber vitamin d3 1000iu","Vitamin D3 1000iu","80023568","","","natural","","word",""
"whole body research probiotics 37.5 billion","Body","80059456","","","natural","","word",""
"whole body research probiotics 37.5 billion","Probiotics","80055794","","","natural","","word",""
"wild fish oil 1000mg","Fish Oil","80000846","","","natural","","word",""
"wild fish oil 1000mg","Fish Oil 1000mg","80043839","","","natural","","word",""
"wild fish oil 1000mg","Wild Fish Oil","80005868","","","natural","","word",""
"wild fish oil blend omega 3","Fish Oil","80000846","","","natural","","word",""
"wild fish oil blend omega 3","Oméga","80060745","","","natural","","word",""
"wild fish oil blend omega 3","Oméga 3","80002335","","","natural","","word",""
"wild fish oil blend omega 3","Wild Fish Oil","80005868","","","natural","","word",""
"wild fish oil blend omega 3","Wild Fish Oil 180/120","80030781","","","natural","","word",""
"Wild Omega 3  EPA 660mg DHA 330mg","Oméga","80060745","","","natural","","word",""
"Wild Omega 3  EPA 660mg DHA 330mg","Oméga 3","80002335","","","natural","","word",""
"Wild Omega 3  EPA 660mg DHA 330mg","Wild Omega","80009414","","","natural","","word",""
"Wild Omega 3  EPA 660mg DHA 330mg","Wild Omega 3","80009418","","","natural","","word",""
"wild salmon and fish oil","Fish Oil","80000846","","","natural","","word",""
"wild salmon and fish oil","Wild Fish Oil 180/120","80030781","","","natural","","word",""
"Wild salmon and fish oil - 1000 mg","Fish Oil","80000846","","","natural","","word",""
"Wild salmon and fish oil - 1000 mg","Wild Fish Oil 180/120","80030781","","","natural","","word",""
"wild salmon fish oil","Fish Oil","80000846","","","natural","","word",""
"wild salmon fish oil","Salmon Fish Oil","80055510","","","natural","","word",""
"Wild Salmon fish oil complex","Fish Oil","80000846","","","natural","","word",""
"Wild Salmon fish oil complex","Salmon Fish Oil","80055510","","","natural","","word",""
"Wild salmon plus fish oils","Fish Oils","80028424","","","natural","","word",""
"Wild salmon plus fish oils","Plus","80039392","","","natural","","word",""
"Women's Complete Rx Omega-3 Factors","COMPLETE","02427559","N02BE51","48:08.00","drug","","word","yes"
"Women's Complete Rx Omega-3 Factors","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Women's Complete Rx Omega-3 Factors","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"Women's Ultra Mega Energy & Metabolism Multi Vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"Women's Ultra Mega Energy & Metabolism Multi Vitamin","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"WomenSense MenoSense Menopause Formula","Ménopause","80003245","","","natural","","word",""
"WomenSense MenoSense Menopause Formula","Menopause Formula","80030951","","","natural","","word",""
"WomenSense MenoSense Menopause Formula","Menosense","80006313","","","natural","","word",""
"xovitality energy and immunity","Energy","80038985","","","natural","","word",""
"xovitality energy and immunity","Immunity","80052219","","","natural","","word",""
"zeal wellness canister sans guarana","Guarana","80035835","","","natural","","word",""
"zeal wellness canister sans guarana","Wellness","80045057","","","natural","","word",""
"zeal wellness canister sans guarana","Zeal Wellness","80071099","","","natural","","word",""
"zocor simvastatin","SIMVASTATIN","02284723","C10AA01","24:06.08","drug","","word","no"
"zocor simvastatin","ZOCOR","00884332","C10AA01","24:06.08","drug","","word","no"
